numpoliza,numorden,rutbeneficiario,dvrutbeneficiario,apellidopaterno,apellidomaterno,nombres,sexo,tipobeneficiario,situacioninvalidez,fechanacimiento,edad,numdependentes,fechafallecimiento,fechainvalidez,derechopension,requisitopension,relacionhijomadre,fechanacimientohijomenor,derechoacrecer,porcentajepension,pensionpersona
27691619,1028826032,10162675,7,James,James,Sydney,F,41,N,20071112,15,2,,,10,7,2,,SI,,
79585414,1605090700,20389240,8,Broomfield,Broomfield,Naomi,F,10,P,19930808,29,4,,,90,6,4,,SI,,
58439689,1345579544,18965981,7,Steer,Steer,Luke,M,41,N,19850123,37,5,,,20,7,2,,SI,,
25893772,1235244581,12379565,2,Cork,Cork,Ada,F,11,N,19910411,31,4,,,10,2,1,,NO,,
51390645,1194354629,25587873,8,Poulton,Poulton,Jessica,F,35,T,19701028,52,0,,,90,7,3,,SI,,
58162364,1104506500,11142338,1,Wise,Wise,Anne,F,11,N,20021130,19,2,,,90,6,4,,NO,,
85813357,1116149079,24950169,6,Reid,Reid,Sadie,F,35,P,19971210,24,3,,,20,6,2,,NO,,
20872847,1914712912,19433181,5,Whitmore,Whitmore,Erica,F,30,T,19740331,48,0,,,90,5,3,,SI,,
83304561,1276733834,11174395,2,Palmer,Palmer,Rufus,M,77,N,19721112,50,0,,,90,2,0,,SI,,
54427845,1504226280,17314087,8,Rosenbloom,Rosenbloom,Caleb,M,,T,19700206,52,1,,,10,1,4,,SI,,
9453340,1025016124,8385467,8,Clarke,Clarke,Cedrick,M,51,P,19891026,33,5,,,10,4,1,,SI,,
1082687,1026225847,15224652,6,Goodman,Goodman,Janelle,F,41,P,19920513,30,2,,,20,6,4,,NO,,
69195684,1144740105,14517986,3,Poulton,Poulton,Boris,M,35,T,19920502,30,6,,,90,2,1,,NO,,
78777790,1926163980,27294564,1,Young,Young,Nicole,F,,N,19730217,49,2,,,10,7,0,,NO,,
76455133,1735261234,19681349,3,Dwyer,Dwyer,Luna,F,50,N,19710524,51,3,,,20,8,2,,NO,,
56919196,1297819880,12829201,3,Richards,Richards,Eileen,F,21,P,19750708,47,4,,,90,7,3,,NO,,
52465487,1685226936,13246834,1,Holmes,Holmes,Boris,M,21,N,19750621,47,0,,,10,5,1,,NO,,
98354370,1637858881,17410087,1,Redfern,Redfern,Martin,M,11,T,19990408,23,5,,,10,4,0,,SI,,
95406102,1405752304,20598046,6,Riley,Riley,Carl,M,41,N,19820128,40,2,,,20,6,1,,NO,,
5266249,1895868830,9634745,5,Aldridge,Aldridge,Chelsea,F,50,T,19950919,27,0,,,90,3,1,,NO,,
50694996,1141073067,13489108,5,Smith,Smith,Kurt,M,42,N,19901115,32,2,,,10,4,0,,NO,,
40075931,1578816340,14945088,3,Ebden,Ebden,Cedrick,M,11,N,19740715,48,4,,,10,3,1,,SI,,
32913095,1130581023,13637593,3,Ballard,Ballard,Fred,M,20,N,19710409,51,5,,,10,8,1,,SI,,
82612002,1594313422,12393953,6,Thatcher,Thatcher,Erick,M,77,T,20021204,19,3,,,90,7,4,,SI,,
6620954,1347462852,27042698,2,London,London,Diane,F,42,T,20070102,15,0,,,20,4,1,,SI,,
67871889,1961253349,15739770,3,Wade,Wade,Jackeline,F,41,P,19740814,48,0,,,20,5,2,,NO,,
72068473,1098925693,9803323,4,Townend,Townend,Carolyn,F,42,N,19950203,27,1,,,90,5,4,,SI,,
15454106,1739548793,12471307,5,Radcliffe,Radcliffe,Noah,M,41,N,19971228,24,0,,,20,3,3,,SI,,
70768544,1653855354,9303348,1,Rosenbloom,Rosenbloom,Jade,F,51,P,19910304,31,3,,,10,3,3,,SI,,
42487824,1198770338,20060113,8,Lindsay,Lindsay,Julius,M,50,N,19681224,53,5,,,10,6,0,,SI,,
18357023,2017597407,10928321,8,Stuart,Stuart,Agnes,F,30,N,19980208,24,0,,,20,4,4,,NO,,
29445479,1001400952,12150329,2,Dyson,Dyson,Mackenzie,F,42,T,19930802,29,4,,,10,8,2,,NO,,
12547201,1586479759,24576602,8,Hilton,Hilton,Eryn,F,11,N,19730709,49,5,,,90,4,3,,SI,,
35361951,1071069348,15539323,5,Hall,Hall,Harry,M,21,T,19810606,41,6,,,90,3,3,,SI,,
28152437,1265295827,25256596,8,Lewin,Lewin,Charlotte,F,20,N,19810205,41,2,,,10,2,4,,SI,,
16671462,2010374398,23313737,2,Dixon,Dixon,Kimberly,F,51,P,19800606,42,5,,,10,4,4,,NO,,
95203344,1595999215,20500525,7,Moran,Moran,Hailey,F,21,T,19810220,41,1,,,10,3,4,,NO,,
86424167,1444447228,10913517,1,Kent,Kent,Alessia,F,11,N,19880503,34,2,,,20,3,0,,NO,,
82225451,1480061214,8530613,8,Nash,Nash,Gil,M,35,P,20060724,16,2,,,10,6,0,,SI,,
66500962,1357050197,17757423,6,Larsen,Larsen,Jennifer,F,51,N,19960223,26,0,,,90,3,1,,NO,,
17300385,1292072467,8440671,5,Cowan,Cowan,Anthony,M,,N,19920108,30,5,,,10,7,4,,NO,,
69849492,1569458063,8640250,7,Clark,Clark,Gwenyth,F,41,N,20040124,18,4,,,10,7,3,,SI,,
91037974,1672155501,25554307,2,Jordan,Jordan,Renee,F,51,N,19930704,29,6,,,10,7,3,,NO,,
31441657,1992606806,14590916,5,Gallacher,Gallacher,Barry,M,20,N,20020530,20,5,,,10,3,2,,SI,,
55519351,1913028551,16410077,5,Rivers,Rivers,Tony,M,41,P,20010930,21,6,,,10,6,0,,SI,,
83202871,1116894565,17703802,3,Dallas,Dallas,Florence,F,35,T,19911220,30,3,,,90,1,0,,NO,,
50320221,1111295744,11652176,3,Thomson,Thomson,Nate,M,,P,19770304,45,2,,,10,8,4,,NO,,
71593712,1875305598,20881770,8,Whitmore,Whitmore,Alex,F,51,N,20000617,22,4,,,10,2,1,,SI,,
56782040,1779428866,26972400,5,Wheeler,Wheeler,Stephanie,F,20,T,19920824,30,3,,,20,8,3,,SI,,
53994950,1874843506,20731933,4,Lomax,Lomax,Daria,F,21,N,19901016,32,6,,,10,2,0,,SI,,
44866854,1002728647,26262520,2,Hobson,Hobson,Lucas,M,10,P,19750624,47,4,,,90,8,4,,SI,,
65913738,1079298713,7857721,2,Wright,Wright,Amy,F,41,P,20070409,15,1,,,20,8,0,,NO,,
98135983,1531088490,23437270,3,Osman,Osman,Jack,M,20,N,19810420,41,2,,,20,8,3,,SI,,
23343517,1859130145,27066931,3,Needham,Needham,Sebastian,M,20,P,19960902,26,0,,,10,3,2,,SI,,
6982327,2134285994,18195558,1,Emmott,Emmott,Evie,F,51,N,20060616,16,0,,,20,8,0,,SI,,
53911369,1310659344,8585640,2,Jefferson,Jefferson,Noah,M,51,N,19841002,38,0,,,10,2,2,,SI,,
47950260,1908938943,20315210,6,Gregory,Gregory,Harriet,F,35,P,20000130,22,2,,,90,5,1,,SI,,
10661810,1726085764,23101473,4,Coates,Coates,Luke,M,30,T,19701219,51,6,,,10,1,3,,SI,,
53022791,1464707891,19778791,7,Oswald,Oswald,Aiden,M,11,T,19771212,44,6,,,10,1,2,,NO,,
70408884,1047881485,22508102,6,Lucas,Lucas,Melania,F,77,N,19930821,29,1,,,10,8,4,,NO,,
19438595,1067830395,18548117,1,Butler,Butler,Josh,M,42,P,19871216,34,6,,,10,4,2,,SI,,
80084565,1553369065,24109693,6,Vallory,Vallory,Josh,M,51,N,20020413,20,4,,,10,1,0,,NO,,
41537168,1298766159,23329429,7,Hudson,Hudson,Charlotte,F,41,T,19950511,27,2,,,20,6,1,,NO,,
21154089,1084185266,12822697,3,Rivers,Rivers,Enoch,M,20,N,20010706,21,0,,,20,3,3,,SI,,
55891350,1492551934,22468798,1,Hunt,Hunt,Hank,M,77,P,20020606,20,0,,,90,3,2,,SI,,
21653558,1659016375,11692037,1,Khan,Khan,Kaylee,F,51,N,20071015,15,6,,,10,5,3,,NO,,
97134257,1005439672,15330597,5,London,London,Melody,F,77,P,19690419,53,4,,,10,5,2,,NO,,
2108641,1300650217,23863509,2,Weston,Weston,Leroy,M,52,N,20000303,22,6,,,20,8,0,,NO,,
62779837,1087214922,14680925,5,Davies,Davies,Brad,M,11,T,19940528,28,6,,,90,8,1,,NO,,
25627214,1464968399,27131303,8,Knight,Knight,Rihanna,F,52,P,20001122,22,1,,,20,2,4,,SI,,
28923023,2108177222,15558845,6,Little,Little,Javier,M,30,T,19701105,52,4,,,20,7,3,,NO,,
28761566,1688854750,21276038,7,Gallacher,Gallacher,Rosemary,F,21,P,19950104,27,6,,,20,4,0,,NO,,
61951979,1884097424,12547543,1,Willis,Willis,Michael,M,21,P,20020605,20,3,,,90,4,2,,NO,,
45700342,1106064095,19190366,6,Lindop,Lindop,Karen,F,52,N,19850531,37,5,,,90,8,4,,NO,,
40348778,2078456957,16000059,8,Vernon,Vernon,Lillian,F,42,N,19950803,27,4,,,20,7,4,,SI,,
88762284,1112405517,19232300,3,Andrews,Andrews,Payton,F,51,T,19801007,42,5,,,90,8,2,,NO,,
70270181,2004299970,24813123,6,Oatway,Oatway,Bryon,M,42,N,19840416,38,3,,,90,8,1,,NO,,
23428401,1555705842,17878493,1,Harrison,Harrison,Jack,M,20,T,19840603,38,6,,,20,2,3,,SI,,
47223299,1141832586,8674745,4,Kennedy,Kennedy,Fred,M,50,T,19970113,25,3,,,90,8,2,,NO,,
2187354,1064849062,15854518,6,Warden,Warden,Hank,M,50,T,20011214,20,3,,,90,3,0,,NO,,
15958938,1875307802,21917399,1,Morgan,Morgan,Ethan,M,52,P,20000122,22,2,,,90,8,1,,SI,,
72266505,2056644530,12873263,1,Payne,Payne,Bree,F,42,P,19730327,49,1,,,20,6,2,,NO,,
35869892,1687038249,24456222,8,Harvey,Harvey,Ramon,M,35,T,19970609,25,4,,,20,6,3,,NO,,
74286020,1534398278,24515394,1,Parsons,Parsons,Ron,M,42,N,19870629,35,6,,,10,5,0,,SI,,
87962099,1235616314,20961020,5,Varndell,Varndell,Chris,M,21,N,19920903,30,0,,,10,3,2,,SI,,
66691949,1503486872,9481294,7,Townend,Townend,Jennifer,F,21,N,20000613,22,5,,,20,7,0,,NO,,
69123047,1639820744,25285554,5,Whitmore,Whitmore,Liam,M,20,N,20030516,19,0,,,10,1,4,,SI,,
920709,1034463416,15625710,5,Wood,Wood,Javier,M,77,P,19810216,41,2,,,20,7,0,,NO,,
27294480,1699049720,10960485,6,Ralph,Ralph,Zoe,F,77,P,19700620,52,5,,,10,8,0,,NO,,
44142410,2088880735,25577368,5,Neville,Neville,Angela,F,42,T,19771107,45,5,,,90,5,1,,NO,,
55396381,1987216210,8805311,7,Robinson,Robinson,Rosie,F,,P,20031010,19,3,,,10,1,3,,SI,,
64475415,1348394177,11083289,2,Redfern,Redfern,Drew,F,10,N,19921206,29,5,,,10,1,4,,NO,,
19665841,1844016744,9151973,4,Addison,Addison,Chuck,M,21,P,19700128,52,4,,,20,8,3,,SI,,
2635238,1553322818,9736808,2,Rowe,Rowe,Chadwick,M,11,N,19840228,38,1,,,10,7,1,,NO,,
54025804,1003158738,8351502,1,Pitt,Pitt,Sebastian,M,50,N,20040312,18,6,,,10,8,4,,NO,,
82589147,2062742270,18044660,6,Tyler,Tyler,Nathan,M,51,P,19800819,42,6,,,10,7,3,,NO,,
80934251,1857265956,26690984,8,Donovan,Donovan,Tyson,M,,P,19980313,24,2,,,10,1,4,,NO,,
18298817,1660474379,23901768,2,Robinson,Robinson,Nick,M,50,P,19880402,34,1,,,90,1,2,,NO,,
70965985,1263707239,16918503,1,Marshall,Marshall,Barry,M,42,P,20021222,19,1,,,10,1,0,,NO,,
33778542,1388062746,10907954,5,Fulton,Fulton,Lara,F,30,P,19700430,52,5,,,10,6,1,,NO,,
14047347,1197020467,21310960,7,Hall,Hall,Tyson,M,50,P,19800130,42,0,,,10,4,3,,SI,,
51425131,1521999534,19351043,8,Ulyatt,Ulyatt,Brad,M,51,P,19960710,26,6,,,20,2,1,,NO,,
59002117,1753811953,26440720,2,Nayler,Nayler,Kaylee,F,,P,19900310,32,0,,,20,1,0,,NO,,
87277194,1374483951,19549886,6,Fox,Fox,Beatrice,F,20,T,19800717,42,4,,,20,8,2,,NO,,
67056214,2099448644,22113458,7,Ellwood,Ellwood,Abbey,F,35,T,19950129,27,1,,,10,5,2,,NO,,
80950484,1617561490,24972711,7,Ranks,Ranks,Stella,F,11,P,19910819,31,1,,,10,7,1,,SI,,
31436430,1007258191,8943911,6,Huggins,Huggins,Darlene,F,20,T,20041120,18,5,,,90,4,1,,SI,,
97197102,1985362393,14112299,2,Walker,Walker,Russel,M,11,N,19940517,28,1,,,20,1,3,,NO,,
15954369,1476065121,13651419,2,Corbett,Corbett,Mabel,F,35,T,19970516,25,6,,,90,6,2,,SI,,
27850492,1428128001,10492303,1,Bowen,Bowen,Josh,M,10,N,20060630,16,2,,,20,5,0,,NO,,
5623909,1267944464,26273670,6,Evans,Evans,Anabelle,F,,N,19821210,39,2,,,90,7,2,,NO,,
96640958,1120806576,13894488,2,Larsen,Larsen,Hope,F,30,P,19710619,51,1,,,10,3,4,,SI,,
20722510,1618724475,8898532,3,Whittle,Whittle,Harry,M,21,N,19700926,52,3,,,90,3,2,,SI,,
60618415,1508640066,19104506,3,Hilton,Hilton,Mara,F,30,T,19931202,28,6,,,10,4,2,,SI,,
52911016,1623315916,23150972,8,Hunt,Hunt,Mya,F,10,N,20030329,19,5,,,90,4,4,,SI,,
85808826,1551145107,8285530,8,Robe,Robe,Andie,F,21,P,19690713,53,5,,,10,7,2,,SI,,
73465779,1623163598,20215653,8,Hunt,Hunt,Dakota,F,10,N,20070818,15,3,,,20,3,4,,SI,,
62892116,1789937514,15654834,6,Waterhouse,Waterhouse,Gwenyth,F,11,N,19830922,39,1,,,10,5,1,,NO,,
49477752,1491104197,16495240,6,Forester,Forester,Lucy,F,51,N,19720225,50,6,,,10,5,4,,NO,,
62336806,1166228242,7574405,8,Nash,Nash,Harvey,M,21,P,19930603,29,3,,,10,1,0,,NO,,
22226106,1802650491,21861683,2,Jacobs,Jacobs,Kieth,M,50,P,19720323,50,2,,,90,8,2,,NO,,
84865001,1499514567,21062320,7,Wheeler,Wheeler,Henry,M,10,T,20020404,20,1,,,90,7,4,,SI,,
8660213,1035897494,12771244,8,Collingwood,Collingwood,Emery,F,11,N,19821226,39,4,,,10,6,3,,NO,,
878656,1238396099,8439308,7,Dickson,Dickson,Fred,M,77,N,19761124,45,5,,,90,2,2,,SI,,
15009145,1280515347,16872287,3,Cox,Cox,Percy,M,,N,19860106,36,0,,,10,7,2,,NO,,
1294026,1273920353,18399631,1,Flett,Flett,Anthony,M,10,P,20030705,19,3,,,20,6,0,,SI,,
62044480,2010678534,9975638,1,Rossi,Rossi,Denis,M,77,T,20010214,21,6,,,90,4,3,,SI,,
48737092,1701704799,11730806,2,Bentley,Bentley,Brad,M,35,T,19811128,40,3,,,20,1,0,,NO,,
50551697,1485015318,11659458,5,Eddison,Eddison,Janelle,F,51,T,19781112,44,5,,,20,2,4,,SI,,
6175554,1182422510,8458964,4,Fowler,Fowler,Marissa,F,42,P,19830413,39,2,,,90,7,4,,NO,,
44606050,1935715665,13200243,1,Clayton,Clayton,Denis,M,52,P,19990621,23,3,,,20,4,1,,SI,,
93313382,1440950939,26987146,3,Nicholls,Nicholls,Anthony,M,35,T,19811003,41,1,,,20,3,3,,SI,,
88836237,1466648722,8576632,6,Stevens,Stevens,Gemma,F,21,P,19950408,27,1,,,10,4,3,,SI,,
7890804,1144831869,25752254,8,Cameron,Cameron,Marvin,M,52,T,19890916,33,6,,,90,4,0,,NO,,
10202561,1042281745,7949063,4,Goldsmith,Goldsmith,Savannah,F,10,N,19870615,35,1,,,10,5,2,,NO,,
82764367,1785720703,16355276,3,Maxwell,Maxwell,Lucas,M,42,P,19740503,48,5,,,10,6,4,,SI,,
45629795,1650115902,25831579,1,Woodley,Woodley,Daria,F,10,N,19701224,51,2,,,10,3,4,,NO,,
25934723,1112754408,8222059,2,Vernon,Vernon,Oliver,M,41,N,20030221,19,5,,,10,2,3,,SI,,
61136194,1637755963,12595705,2,Hardwick,Hardwick,Daniel,M,11,T,19960318,26,1,,,90,3,4,,NO,,
53137231,1190688935,27923797,3,Powell,Powell,Manuel,M,42,P,19760716,46,6,,,20,6,0,,NO,,
32158074,1387123632,13164847,4,Abbey,Abbey,Harriet,F,10,T,19871020,35,3,,,20,4,2,,NO,,
54944995,1004887123,12837284,1,Watson,Watson,Tony,M,,P,19971102,25,5,,,10,8,1,,SI,,
32847231,1609104620,10521052,7,Henderson,Henderson,Hayden,M,30,T,19761203,45,3,,,10,8,3,,SI,,
17290713,1904028794,13960560,7,Avery,Avery,Rocco,M,42,P,19891201,32,0,,,10,4,0,,SI,,
41580926,1216098982,19367140,6,Ogilvy,Ogilvy,Makenzie,F,30,N,19760905,46,3,,,10,7,1,,SI,,
50152289,2098031477,11082704,3,Rogan,Rogan,Chloe,F,21,T,19900214,32,0,,,20,6,4,,NO,,
12567725,1195101809,23451927,3,Coates,Coates,Freya,F,51,N,19951008,27,3,,,10,8,0,,SI,,
40831188,1188851779,26608556,6,Leigh,Leigh,Adelaide,F,20,T,19730918,49,6,,,10,3,4,,NO,,
78202065,1264203435,16235428,7,Varndell,Varndell,Alan,M,30,P,19971208,24,5,,,90,6,3,,SI,,
71808927,1558332763,26423428,7,Richardson,Richardson,Mya,F,,P,19920117,30,2,,,10,3,2,,SI,,
68658018,1817823451,11631034,4,Eagle,Eagle,Rufus,M,42,T,19960329,26,1,,,20,1,0,,NO,,
97044165,1595310184,10762018,5,Bennett,Bennett,Benny,M,11,P,19841016,38,2,,,90,1,4,,NO,,
8606641,1376820307,22636161,7,Ellery,Ellery,Amelia,F,52,N,19950205,27,4,,,90,4,3,,SI,,
18352384,1678415842,18778549,6,Cavanagh,Cavanagh,Andrea,F,42,N,19960106,26,2,,,90,3,1,,NO,,
82538734,2006288272,19307108,4,Larsen,Larsen,Manuel,M,42,T,19770326,45,1,,,90,6,1,,SI,,
37671385,1758793993,13364441,2,Yoman,Yoman,Rick,M,52,N,19831023,39,0,,,10,3,0,,SI,,
25648077,1402201863,14710102,7,Mcneill,Mcneill,Luna,F,11,T,19850430,37,5,,,90,8,2,,SI,,
85474032,1558209921,27898080,5,Dixon,Dixon,Nicholas,M,21,P,19701003,52,4,,,90,6,2,,NO,,
75817141,1179832530,21724516,4,Nanton,Nanton,Chris,M,,T,19910312,31,6,,,90,2,3,,SI,,
93229915,1995965084,13132241,4,Jones,Jones,Sonya,F,11,T,19710307,51,0,,,90,7,3,,SI,,
83006501,1986984468,16283561,6,Underhill,Underhill,Marvin,M,20,P,19820213,40,0,,,90,2,3,,SI,,
153794,1425453197,25745417,2,Clifton,Clifton,Allison,F,11,T,19991225,22,3,,,20,5,3,,SI,,
70183814,1909673412,16173390,1,Ward,Ward,Ethan,M,52,P,19930807,29,4,,,20,8,0,,NO,,
2336177,1355799510,26064079,7,Fox,Fox,Madelyn,F,35,T,19941219,27,3,,,20,3,4,,NO,,
14595896,1768167494,27114886,6,Cooper,Cooper,Jasmine,F,30,T,19950629,27,5,,,20,6,0,,SI,,
40510860,1807073642,16100810,7,Gallacher,Gallacher,Gladys,F,50,N,19710504,51,3,,,20,5,1,,SI,,
85968336,1885757878,8188997,2,Cooper,Cooper,Liam,M,42,N,19730507,49,4,,,20,2,4,,NO,,
57190007,1578290268,13738099,3,King,King,Ruby,F,10,N,20000821,22,3,,,10,3,3,,NO,,
49313657,1383792950,27285728,7,Exton,Exton,Melinda,F,11,P,19930911,29,4,,,20,1,3,,NO,,
45990099,1298600322,26784477,2,Butler,Butler,Dakota,F,35,T,19810325,41,1,,,90,7,1,,SI,,
62848888,1430753193,18694745,1,Gates,Gates,Kurt,M,52,N,19791013,43,1,,,20,6,0,,NO,,
29278359,1122458845,27058425,7,Roth,Roth,Liam,M,41,N,19981128,23,4,,,10,4,4,,NO,,
13244634,1303507797,25862747,6,Wilson,Wilson,Jaylene,F,,P,19750714,47,3,,,10,1,1,,NO,,
31879250,1264481528,12649033,1,Andrews,Andrews,Eve,F,52,N,19750323,47,3,,,10,7,1,,SI,,
70247784,1375664503,25776293,8,Welsch,Welsch,Maxwell,M,20,N,19811012,41,1,,,20,7,2,,SI,,
93495444,1541109949,8818618,8,Nelson,Nelson,Samantha,F,21,P,19751212,46,0,,,10,4,3,,SI,,
71285050,2086245141,17273131,5,Jones,Jones,Michaela,F,30,N,19851027,37,3,,,20,3,3,,NO,,
23881524,1712894829,7669013,4,Ward,Ward,Caleb,M,35,P,19950706,27,2,,,10,1,4,,SI,,
40355989,1821495400,8796991,7,Beal,Beal,Chris,M,52,T,20070506,15,1,,,20,5,2,,NO,,
32014977,1525808811,8889574,6,Snow,Snow,Rosalyn,F,51,P,19870729,35,1,,,20,3,1,,NO,,
23783876,1651641622,11317727,2,Shaw,Shaw,Bob,M,52,P,19760821,46,5,,,20,4,2,,NO,,
28555310,1219976079,27981535,4,Bell,Bell,Harvey,M,21,N,19790120,43,6,,,20,3,2,,NO,,
51846342,1701502875,14270607,2,Nurton,Nurton,Rebecca,F,41,P,19690408,53,4,,,20,7,2,,SI,,
68111667,2122891278,8290554,3,Pearce,Pearce,Alice,F,51,P,19850212,37,4,,,90,7,4,,NO,,
14391549,1721797820,24501045,6,Graham,Graham,Miley,F,42,P,19900318,32,5,,,90,6,0,,NO,,
19522030,1816680719,17330937,8,Shields,Shields,Maxwell,M,21,P,19980623,24,5,,,10,2,3,,SI,,
61048573,1200612918,8551300,7,Sylvester,Sylvester,Colleen,F,42,T,20030223,19,0,,,90,3,0,,NO,,
91253008,1324505086,14145643,4,Bentley,Bentley,Carter,M,,T,19990218,23,3,,,90,5,3,,NO,,
95129380,2064920040,19280408,1,Fleming,Fleming,Tom,M,11,N,19920106,30,2,,,10,5,3,,SI,,
21474289,1723761072,9583742,3,Murray,Murray,Ellen,F,50,N,19780525,44,4,,,20,4,2,,NO,,
98308760,1177586159,24472845,3,Moore,Moore,Esmeralda,F,35,N,19800721,42,2,,,90,4,0,,NO,,
69647808,1117302963,15986401,6,Parker,Parker,Marigold,F,,T,19830107,39,2,,,90,3,1,,SI,,
35882651,1092449650,13267658,6,Dale,Dale,Maxwell,M,20,T,19960606,26,5,,,20,3,3,,SI,,
16659166,1118052735,20406370,4,Butler,Butler,Meredith,F,11,T,19800918,42,4,,,90,1,4,,SI,,
50773608,1042228860,18210419,6,Walter,Walter,Rosie,F,21,P,19820118,40,5,,,90,8,3,,NO,,
28161301,1816615546,11951704,8,Aldridge,Aldridge,Dorothy,F,52,P,19800508,42,6,,,90,1,0,,NO,,
23104873,1844080763,19322675,5,Whitehouse,Whitehouse,Benjamin,M,11,T,19860119,36,0,,,90,7,2,,NO,,
14457777,1616371381,26759120,7,Cameron,Cameron,Wendy,F,50,N,19990403,23,4,,,90,3,4,,NO,,
40122759,1240543341,24667939,4,Yarlett,Yarlett,Livia,F,41,P,19710713,51,4,,,20,1,4,,SI,,
81932660,1979941974,21481480,5,Button,Button,Moira,F,77,T,19970706,25,5,,,20,2,2,,SI,,
5121070,1659981880,26515694,2,Jefferson,Jefferson,Bree,F,10,N,19710720,51,2,,,10,3,4,,NO,,
97699125,1953800679,8489534,4,Malone,Malone,Ethan,M,35,N,19860318,36,2,,,90,8,0,,SI,,
9199139,1669640863,25163754,7,Dowson,Dowson,Percy,M,51,T,19900313,32,5,,,90,3,1,,SI,,
43820526,1967266775,8698912,5,Vaughn,Vaughn,Emerald,F,30,T,19890414,33,5,,,90,3,3,,NO,,
90283668,2097778744,8415833,6,Dixon,Dixon,Brad,M,77,P,19970108,25,3,,,90,6,1,,NO,,
91864214,1207911569,22571706,2,Waterhouse,Waterhouse,Jayden,M,21,P,19880410,34,4,,,90,4,2,,NO,,
5365467,1916249509,12237305,8,Bradshaw,Bradshaw,Diane,F,11,P,19800903,42,2,,,20,8,1,,SI,,
12357867,1309576548,12617604,1,Watson,Watson,Denny,M,51,N,19920406,30,5,,,10,4,0,,SI,,
37604860,1304805655,16662419,2,Palmer,Palmer,William,M,35,P,20031028,19,1,,,10,7,3,,SI,,
39288242,1157862990,16787143,6,Antcliff,Antcliff,Liv,F,30,P,19841208,37,0,,,90,5,1,,NO,,
67564677,1263832881,27167776,8,Bayliss,Bayliss,Moira,F,41,P,19710928,51,1,,,20,6,0,,SI,,
76432080,2118725252,18667689,7,Marshall,Marshall,David,M,,N,19920822,30,0,,,10,4,1,,NO,,
13986822,1789038784,14574602,4,Evans,Evans,Harry,M,30,N,19880805,34,0,,,20,8,2,,NO,,
47615595,1465121159,14086149,4,Farmer,Farmer,Liliana,F,,T,20010205,21,3,,,90,2,4,,NO,,
3436016,1963575938,21037748,7,Coll,Coll,Bob,M,10,N,19711116,51,6,,,20,3,2,,NO,,
44633490,1161411261,16792669,2,Brown,Brown,Boris,M,11,N,20050125,17,4,,,90,3,0,,NO,,
85775614,1725095378,15733298,3,Wheeler,Wheeler,Melania,F,42,T,19761111,46,2,,,90,7,0,,NO,,
46381315,1376643977,8626791,4,Wilkinson,Wilkinson,Sasha,F,10,N,19930502,29,0,,,10,4,3,,SI,,
65240705,2037451421,18536512,3,Tanner,Tanner,Norah,F,42,P,19690526,53,1,,,90,5,2,,SI,,
61868924,1938570753,9169298,2,Callan,Callan,Daron,M,21,P,20061006,16,1,,,90,1,4,,NO,,
69109571,1693190362,10802610,6,Gates,Gates,Angelica,F,30,P,19950310,27,5,,,20,8,4,,NO,,
63309516,1234996114,11215049,3,Flanders,Flanders,Emma,F,52,T,19950809,27,2,,,90,1,3,,SI,,
44188461,1246794366,16089626,2,Rogers,Rogers,Brooklyn,F,35,N,19780824,44,2,,,20,3,0,,NO,,
53492038,2125984031,8350958,8,Pope,Pope,Jocelyn,F,,P,19980507,24,3,,,90,2,3,,SI,,
12932740,2038677881,8850170,7,Cameron,Cameron,Kieth,M,11,N,19830801,39,6,,,20,5,4,,SI,,
17578733,1592054608,20747539,6,Quinnell,Quinnell,Luna,F,11,N,19921213,29,5,,,90,1,4,,SI,,
9561764,1524722578,21982443,7,Harris,Harris,Cameron,F,41,N,19880716,34,6,,,90,7,2,,NO,,
12765707,1978898727,24674895,6,Veale,Veale,Michaela,F,35,P,20021211,19,4,,,90,3,2,,SI,,
51593115,1458896272,20002909,4,Larkin,Larkin,Kenzie,F,77,N,19760121,46,5,,,20,4,1,,NO,,
37059811,1033888625,25155670,3,Ballard,Ballard,Hanna,F,30,P,20070913,15,5,,,90,1,1,,NO,,
80466115,2056748256,26922063,3,Salt,Salt,Fred,M,77,P,19830612,39,5,,,90,5,3,,SI,,
27400287,1680731895,8409212,1,Matthews,Matthews,Marvin,M,51,N,19860313,36,6,,,10,6,2,,SI,,
2892491,2102744271,7270469,2,Richards,Richards,Madison,F,,N,19890916,33,5,,,90,8,3,,SI,,
30707451,1392516044,13464146,6,Plumb,Plumb,Tony,M,,N,19990329,23,3,,,20,1,4,,NO,,
28930177,1975972125,12718423,5,Beal,Beal,Ramon,M,51,N,19850301,37,1,,,20,1,2,,NO,,
77383257,1817953819,15481744,6,King,King,Drew,F,41,N,19970805,25,3,,,20,4,2,,SI,,
87863566,1775789122,8640685,1,Lewis,Lewis,Rufus,M,51,N,19980124,24,4,,,20,3,2,,SI,,
51097024,1393829197,10243647,1,Hood,Hood,Cameron,F,11,N,19810301,41,0,,,90,4,2,,SI,,
81915315,2121182870,15397628,7,Wright,Wright,Aiden,M,42,N,19860825,36,4,,,10,4,2,,SI,,
45285541,1354354946,8754144,2,Donnelly,Donnelly,Leah,F,50,T,19690817,53,6,,,90,6,2,,SI,,
71302292,1289099127,18510419,5,Walsh,Walsh,Manuel,M,42,P,19710127,51,1,,,90,4,4,,NO,,
